# formatVersion	captureKey	name=value fields (UTF-8, CRLF)
2	MAPPER_APPLEFARM|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,0.6640625,0	boundsSize=1,1.84375,0.2	capturedPivotX=0.5	capturedPivotY=0.142857149	column=182	columnOffsetRaw=0	gameMapX=476	gameMapY=411	height=119	index=0	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-988	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.50006	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_APPLEFARM_Generic_Default\fragment_000.png	position=32.5,128.25,0	positionOffsetX=-0.5	positionOffsetY=-0.265625	positionOffsetZ=0	ppu=64	rect=859,6554,64,118	relativeTileX=0	relativeTileY=0	row=388	rowOffset=0	rowOffsetRaw=0	sha256=5C82ABB011AED2E8C6ABBACFEAF28F36BA03D7F0FC1F25130D9D946486D99EAD	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=18344	spriteName=tile_farmland 062	textureInstanceId=7196	textureName=AllTileSprites	textureRect=859,6554,64,118	textureRectOffset=0,0	tileX=288	tileY=223	triangles=0,1,2,2,1,3	uv=0.1048584,0.8144531;0.1126709,0.8144531;0.1048584,0.8000488;0.1126709,0.8000488	vertices=-0.5,1.5859375;0.5,1.5859375;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,0.875,0	boundsSize=1,2.28125,0.2	capturedPivotX=0.5	capturedPivotY=0.116438359	column=185	columnOffsetRaw=2	gameMapX=477	gameMapY=407	height=146	index=0	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1135	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.9999485	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_000.png	position=35,129,0	positionOffsetX=-0.5	positionOffsetY=0.484375	positionOffsetZ=0	ppu=64	rect=6542,4207,64,146	relativeTileX=2	relativeTileY=2	row=385	rowOffset=0	rowOffsetRaw=0	sha256=74823C9B3D2F1361DD6788D2D8D6C2A4D730F96570F3F550291400D8FD24DEDA	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38052	spriteName=tile_workshops 1584	textureInstanceId=7196	textureName=AllTileSprites	textureRect=6542,4207,64,146	textureRectOffset=0,0	tileX=292	tileY=222	triangles=0,1,2,2,1,3	uv=0.798584,0.5313721;0.8063965,0.5313721;0.798584,0.5135498;0.8063965,0.5135498	vertices=-0.5,2.015625;0.5,2.015625;-0.5,-0.265625;0.5,-0.265625	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,0.890625,0	boundsSize=1,2.3125,0.2	capturedPivotX=0.5	capturedPivotY=0.114864863	column=185	columnOffsetRaw=2	gameMapX=478	gameMapY=407	height=148	index=1	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1086	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,17.00002	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_001.png	position=35.5,128.75,0	positionOffsetX=0	positionOffsetY=0.234375	positionOffsetZ=0	ppu=64	rect=8126,4121,64,148	relativeTileX=2	relativeTileY=1	row=386	rowOffset=1	rowOffsetRaw=1	sha256=803788DDF8C3202343E549A556D330C61045DCE497647BACD89186D8803ECCAB	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38050	spriteName=tile_workshops 1583	textureInstanceId=7196	textureName=AllTileSprites	textureRect=8126,4121,64,148	textureRectOffset=0,0	tileX=292	tileY=221	triangles=0,1,2,2,1,3	uv=0.991943359,0.521118164;0.999755859,0.521118164;0.991943359,0.503051758;0.999755859,0.503051758	vertices=-0.5,2.046875;0.5,2.046875;-0.5,-0.265625;0.5,-0.265625	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,1.0078125,0	boundsSize=1,2.53125,0.2	capturedPivotX=0.5	capturedPivotY=0.104294479	column=184	columnOffsetRaw=1	gameMapX=477	gameMapY=408	height=163	index=2	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1086	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.5000248	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_002.png	position=34.5,128.75,0	positionOffsetX=-1	positionOffsetY=0.234375	positionOffsetZ=0	ppu=64	rect=7466,5134,64,162	relativeTileX=1	relativeTileY=2	row=386	rowOffset=1	rowOffsetRaw=1	sha256=66D366FB0FF5E7448538DB8380F8BA9993A188A820EE51719DAAE8F27FD0E08A	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38048	spriteName=tile_workshops 1582	textureInstanceId=7196	textureName=AllTileSprites	textureRect=7466,5134,64,162	textureRectOffset=0,0	tileX=291	tileY=222	triangles=0,1,2,2,1,3	uv=0.911376953,0.6464844;0.919189453,0.6464844;0.911376953,0.626709;0.919189453,0.626709	vertices=-0.5,2.2734375;0.5,2.2734375;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,0.8671875,0	boundsSize=1,2.25,0.2	capturedPivotX=0.5	capturedPivotY=0.117241383	column=186	columnOffsetRaw=3	gameMapX=479	gameMapY=407	height=145	index=3	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1037	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.4999523	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_003.png	position=36,128.5,0	positionOffsetX=0.5	positionOffsetY=-0.0156250075	positionOffsetZ=0	ppu=64	rect=6410,4082,64,144	relativeTileX=2	relativeTileY=0	row=387	rowOffset=2	rowOffsetRaw=2	sha256=F5269FBD227AA345A2277533D4C94DA1AFDCC4183C7DADDF86D0A772A3199C50	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38046	spriteName=tile_workshops 1581	textureInstanceId=7196	textureName=AllTileSprites	textureRect=6410,4082,64,144	textureRectOffset=0,0	tileX=292	tileY=220	triangles=0,1,2,2,1,3	uv=0.7824707,0.515869141;0.7902832,0.515869141;0.7824707,0.498291016;0.7902832,0.498291016	vertices=-0.5,1.9921875;0.5,1.9921875;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,-0.0078125,0	boundsSize=1,0.5,0.2	capturedPivotX=0.5	capturedPivotY=0.5151515	column=185	columnOffsetRaw=2	gameMapX=478	gameMapY=408	height=33	index=4	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1037	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.5	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_004.png	position=35,128.5,0	positionOffsetX=-0.5	positionOffsetY=-0.0156249925	positionOffsetZ=0	ppu=64	rect=3385,767,64,32	relativeTileX=1	relativeTileY=1	row=387	rowOffset=2	rowOffsetRaw=2	sha256=C132D2CC37DFBF269EF70F8CDDA15AA89FED287C36D2C08CF489C5C87344EE1E	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38044	spriteName=tile_workshops 1580	textureInstanceId=7196	textureName=AllTileSprites	textureRect=3385,767,64,32	textureRectOffset=0,0	tileX=291	tileY=221	triangles=0,1,2,2,1,3	uv=0.413208,0.09753418;0.4210205,0.09753418;0.413208,0.09362793;0.4210205,0.09362793	vertices=-0.5,0.2421875;0.5,0.2421875;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,1.0859375,0	boundsSize=1,2.6875,0.2	capturedPivotX=0.5	capturedPivotY=0.0982658938	column=184	columnOffsetRaw=1	gameMapX=477	gameMapY=409	height=173	index=5	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-1037	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.49996	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_005.png	position=34,128.5,0	positionOffsetX=-1.5	positionOffsetY=-0.0156249944	positionOffsetZ=0	ppu=64	rect=7796,5450,64,172	relativeTileX=0	relativeTileY=2	row=387	rowOffset=2	rowOffsetRaw=2	sha256=4FC8C87169F7B3547F65D6920BE62B3312A03D54DA33F75CCA30DAC8879A3376	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38042	spriteName=tile_workshops 1579	textureInstanceId=7196	textureName=AllTileSprites	textureRect=7796,5450,64,172	textureRectOffset=0,0	tileX=290	tileY=222	triangles=0,1,2,2,1,3	uv=0.951660156,0.6862793;0.959472656,0.6862793;0.951660156,0.6652832;0.959472656,0.6652832	vertices=-0.5,2.4296875;0.5,2.4296875;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,0.8359375,0	boundsSize=1,2.1875,0.2	capturedPivotX=0.5	capturedPivotY=0.120567374	column=186	columnOffsetRaw=3	gameMapX=480	gameMapY=407	height=141	index=6	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-988	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.49998	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_006.png	position=36.5,128.25,0	positionOffsetX=1	positionOffsetY=-0.265625	positionOffsetZ=0	ppu=64	rect=2714,7715,64,140	relativeTileX=2	relativeTileY=-1	row=388	rowOffset=3	rowOffsetRaw=3	sha256=16DDC8624E3E9BDB37BF55EF84DC15784600B58299605E732C06588C4A145DE9	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38040	spriteName=tile_workshops 1578	textureInstanceId=7196	textureName=AllTileSprites	textureRect=2714,7715,64,140	textureRectOffset=0,0	tileX=292	tileY=219	triangles=0,1,2,2,1,3	uv=0.331298828,0.9588623;0.339111328,0.9588623;0.331298828,0.941772461;0.339111328,0.941772461	vertices=-0.5,1.9296875;0.5,1.9296875;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,-0.0078125,0	boundsSize=1,0.5,0.2	capturedPivotX=0.5	capturedPivotY=0.5151515	column=185	columnOffsetRaw=2	gameMapX=479	gameMapY=408	height=33	index=7	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-988	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.5	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_007.png	position=35.5,128.25,0	positionOffsetX=0	positionOffsetY=-0.265625	positionOffsetZ=0	ppu=64	rect=3319,771,64,32	relativeTileX=1	relativeTileY=0	row=388	rowOffset=3	rowOffsetRaw=3	sha256=9A241D677D97181398DE99C20EE806AA95FB5C2132C850C42C167554EE2BB100	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38038	spriteName=tile_workshops 1577	textureInstanceId=7196	textureName=AllTileSprites	textureRect=3319,771,64,32	textureRectOffset=0,0	tileX=291	tileY=220	triangles=0,1,2,2,1,3	uv=0.405151367,0.09802246;0.412963867,0.09802246;0.405151367,0.09411621;0.412963867,0.09411621	vertices=-0.5,0.2421875;0.5,0.2421875;-0.5,-0.2578125;0.5,-0.2578125	width=64
2	MAPPER_ARMOURER|Generic|Default	alphaTextureName=	border=0,0,0,0	boundsCenter=0,-0.0078125,0	boundsSize=1,0.5,0.2	capturedPivotX=0.5	capturedPivotY=0.5151515	column=184	columnOffsetRaw=1	gameMapX=478	gameMapY=409	height=33	index=8	material=Universal Render Pipeline/2D/Sprite-Unlit-Default	nativeSortingOrder=-988	normalizedHorizontalFlip=false	packed=false	packingRotation=None	pivot=32,16.5	pivotX=0	pivotY=0	pixelsPerUnit=64	pngFile=Fragments\MAPPER_ARMOURER_Generic_Default\fragment_008.png	position=34.5,128.25,0	positionOffsetX=-1	positionOffsetY=-0.265625	positionOffsetZ=0	ppu=64	rect=3253,771,64,32	relativeTileX=0	relativeTileY=1	row=388	rowOffset=3	rowOffsetRaw=3	sha256=D0053AB1FDEC8E0B9A3AFA7FF75D1A532E1BE70EB03BF3A11D24EAC7BBA122E5	shader=Universal Render Pipeline/2D/Sprite-Unlit-Default	sortingLayerId=0	spriteInstanceId=38036	spriteName=tile_workshops 1576	textureInstanceId=7196	textureName=AllTileSprites	textureRect=3253,771,64,32	textureRectOffset=0,0	tileX=290	tileY=221	triangles=0,1,2,2,1,3	uv=0.397094727,0.09802246;0.404907227,0.09802246;0.397094727,0.09411621;0.404907227,0.09411621	vertices=-0.5,0.2421875;0.5,0.2421875;-0.5,-0.2578125;0.5,-0.2578125	width=64
