# capturedAtLocal=2026-09-24T17:24:22.6079222+02:00
# mapName=<unknown>
# mapFile=E:\ProgrammeE\Steam\steamapps\common\Stronghold Crusader Definitive Edition\Stronghold Crusader Definitive Edition_Data\StreamingAssets\Maps\Craggy Cliffs.map
# mapFileSha256=c46b71c941ea299d1ca82c4f9649601e41f80517f05885ecdda39deee5e4ef25
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# preBuildSetting=1
# playerId=8
# orientation=2
# keepX=535
# keepY=396
# occupiedCells=6721
tileId	buildingId	ownerId	terrainFlags
54743	494	0	32768
54744	490	0	32768
54745	491	0	32768
54746	495	0	32768
54747	496	0	32768
54748	492	0	32768
54749	499	0	32768
54750	500	0	32768
54751	508	0	32768
54752	507	0	32768
54753	501	0	32768
54754	517	0	32768
54755	516	0	32768
54756	518	0	32768
54757	502	0	32768
54758	503	0	32768
54759	504	0	32768
54760	522	0	32768
54761	525	0	32768
54762	523	0	32768
54763	524	0	32768
54764	505	0	32768
54765	534	0	32768
54766	533	0	32768
54767	532	0	32768
55212	488	0	32768
55213	487	0	32768
55214	489	0	32768
55215	486	0	32768
55216	497	0	32768
55217	498	0	32768
55218	509	0	32768
55219	510	0	32768
55220	493	0	32768
55221	506	0	32768
55222	511	0	32768
55223	519	0	32768
55224	512	0	32768
55225	513	0	32768
55226	514	0	32768
55227	515	0	32768
55228	521	0	32768
55229	520	0	32768
55230	526	0	32768
55231	527	0	32768
55232	528	0	32768
55233	535	0	32768
55234	529	0	32768
55235	530	0	32768
55236	531	0	32768
56624	359	0	33792
56625	359	0	268468224
56626	359	0	268468224
56627	359	0	268468224
56628	359	0	33792
56634	360	0	33792
56635	360	0	33792
56636	360	0	33792
56637	360	0	33792
56638	360	0	33792
56639	360	0	33792
56658	347	0	33792
56659	347	0	268468224
56660	347	0	268468224
56661	347	0	268468224
56662	347	0	268468224
56663	347	0	33792
57101	359	0	268468224
57102	359	0	268468224
57103	359	0	268468224
57104	359	0	268468224
57105	359	0	268468224
57111	360	0	33792
57112	360	0	33792
57113	360	0	33792
57114	360	0	33792
57115	360	0	33792
57116	360	0	33792
57135	347	0	268468224
57136	347	0	268468224
57137	347	0	268468224
57138	347	0	268468224
57139	347	0	268468224
57140	347	0	268468224
57580	359	0	268468224
57581	359	0	268468224
57582	359	0	268468224
57583	359	0	268468224
57584	359	0	268468224
57590	360	0	33792
57591	360	0	33792
57592	360	0	33792
57593	360	0	33792
57594	360	0	33792
57595	360	0	33792
57614	347	0	268468224
57615	347	0	268468224
57616	347	0	268468224
57617	347	0	268468224
57618	347	0	268468224
57619	347	0	268468224
