# capturedAtLocal=2026-09-24T22:59:22.9051828+02:00
# mapName=<unknown>
# mapFile=E:\ProgrammeE\Steam\steamapps\common\Stronghold Crusader Definitive Edition\Stronghold Crusader Definitive Edition_Data\StreamingAssets\Maps\CrusadesCrossing.map
# mapFileSha256=b5ab8bcc5c4c2783697eef4bbe692ae829b2c7d59c4aff540f79e140c49417fe
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# preBuildSetting=1
# playerId=6
# orientation=0
# keepX=441
# keepY=636
# occupiedCells=4146
tileId	buildingId	ownerId	terrainFlags
78585	632	0	32768
79151	633	0	32768
79155	657	0	32768
79158	658	0	32768
79162	659	0	32768
79163	660	0	32768
79704	631	0	32768
79706	622	0	32768
79710	648	0	32768
79712	649	0	32768
79724	661	0	32768
80266	630	0	32768
80267	647	0	32768
80276	663	0	32768
80278	621	0	32768
80281	634	0	32768
80282	662	0	32768
80288	655	0	32768
80292	654	0	32768
80293	536	0	32768
80297	646	0	32768
80830	623	0	32768
80836	665	0	32768
80840	664	0	32768
80848	656	0	32768
80851	528	0	32768
80852	529	0	32768
80853	530	0	32768
80854	532	0	32768
80855	531	0	32768
80856	533	0	32768
80857	534	0	32768
80858	535	0	32768
80859	538	0	32768
80860	537	0	32768
80862	653	0	32768
80866	650	0	32768
80868	651	0	32768
80870	642	0	32768
80875	643	0	32768
81396	629	0	32768
81401	666	0	32768
81420	527	0	32768
81422	500	0	33792
81423	500	0	32768
81424	500	0	32768
81425	500	0	32768
81426	500	0	33792
81429	539	0	32768
81439	645	0	32768
81440	641	0	32768
81444	644	0	32768
81445	640	0	32768
81970	667	0	32768
81993	500	0	32768
81994	500	0	32768
81995	500	0	32768
81996	500	0	32768
81997	500	0	32768
82005	652	0	32768
82016	620	0	32768
82017	635	0	32768
82019	639	0	0
82538	628	0	32768
82566	500	0	32768
82567	500	0	32768
82568	500	0	32768
82569	500	0	32768
82570	500	0	32768
83114	624	0	32768
83141	500	0	32768
83142	500	0	32768
83143	500	0	32768
83144	500	0	32768
83145	500	0	32768
83172	619	0	0
83718	500	0	33792
83719	500	0	32768
83720	500	0	32768
83721	500	0	32768
83722	500	0	33792
83748	638	0	32768
84266	627	0	32768
84297	499	3	33024
84298	499	3	33024
84299	499	3	33024
84300	499	3	33024
84301	499	3	33024
84332	610	0	32768
84846	625	0	32768
84878	499	3	33024
84879	499	3	33024
84880	499	3	33024
84881	499	3	33024
84882	499	3	33024
84913	618	0	32768
85460	526	0	32768
85461	499	3	33024
85462	499	3	33024
85463	499	3	33024
85464	499	3	33024
85465	499	3	33024
85466	514	0	32768
85495	636	0	32768
85497	617	0	32768
86011	626	0	32768
86045	525	0	32768
86046	499	3	33024
86047	499	3	33024
86048	499	3	33024
86049	499	3	33024
86050	499	3	33024
86051	515	0	32768
86623	502	0	33792
86624	502	0	268468224
86625	502	0	33792
86632	524	0	32768
86633	499	3	33024
86634	499	3	33024
86635	499	3	33024
86636	499	3	33024
86637	499	3	33024
86638	517	0	32768
86668	637	0	32768
87212	502	0	268468224
87213	502	0	268468224
87214	502	0	268468224
87221	522	0	32768
87222	521	0	32768
87223	523	0	32768
87224	520	0	32768
87225	519	0	32768
87226	518	0	32768
87227	516	0	32768
87234	512	0	33792
87235	512	0	268468224
87236	512	0	33792
87259	616	0	32768
87776	576	0	32768
87803	502	0	33792
87804	502	0	268468224
87805	502	0	33792
87825	512	0	268468224
87826	512	0	268468224
87827	512	0	268468224
87829	498	0	33792
87830	498	0	33792
87831	498	0	33792
87832	498	0	33792
88386	483	0	33792
88387	483	0	33792
88388	483	0	33792
88389	483	0	33792
88418	512	0	33792
88419	512	0	268468224
88420	512	0	33792
88422	498	0	33792
88423	498	0	33792
88424	498	0	33792
88425	498	0	33792
88427	482	0	33792
88428	482	0	33792
88429	482	0	33792
88430	482	0	33792
88443	609	0	32768
88965	569	0	32768
88981	483	0	33792
88982	483	0	33792
88983	483	0	33792
88984	483	0	33792
88985	506	0	33792
88986	506	0	33792
88987	506	0	33792
88988	506	0	33792
88989	505	0	33792
88990	505	0	33792
88991	505	0	33792
88992	505	0	33792
88994	504	0	33792
88995	504	0	33792
88996	504	0	33792
88997	504	0	33792
88998	503	0	33792
88999	503	0	33792
89000	503	0	33792
89001	503	0	33792
89017	498	0	33792
89018	498	0	33792
89019	498	0	33792
89020	498	0	33792
89022	482	0	33792
89023	482	0	33792
89024	482	0	33792
89025	482	0	33792
89041	615	0	32768
89578	483	0	33792
89579	483	0	33792
89580	483	0	33792
89581	483	0	33792
89582	506	0	33792
89583	506	0	33792
89584	506	0	33792
89585	506	0	33792
89586	505	0	33792
89587	505	0	33792
89588	505	0	33792
89589	505	0	33792
89591	504	0	33792
89592	504	0	33792
89593	504	0	33792
89594	504	0	33792
89595	503	0	33792
89596	503	0	33792
89597	503	0	33792
89598	503	0	33792
89600	492	0	33792
89601	492	0	33792
89602	492	0	33792
89603	492	0	33792
89604	507	0	33792
89605	507	0	33792
89606	507	0	33792
89607	507	0	33792
89614	498	0	33792
89615	498	0	33792
89616	498	0	33792
89617	498	0	33792
89619	482	0	33792
89620	482	0	33792
89621	482	0	33792
89622	482	0	33792
90158	577	0	32768
90177	483	0	33792
90178	483	0	33792
90179	483	0	33792
90180	483	0	33792
90181	506	0	33792
90182	506	0	33792
90183	506	0	33792
90184	506	0	33792
90185	505	0	33792
90186	505	0	33792
90187	505	0	33792
90188	505	0	33792
90190	504	0	33792
90191	504	0	33792
90192	504	0	33792
90193	504	0	33792
90194	503	0	33792
90195	503	0	33792
90196	503	0	33792
90197	503	0	33792
90199	492	0	33792
90200	492	0	33792
90201	492	0	33792
90202	492	0	33792
90203	507	0	33792
90204	507	0	33792
90205	507	0	33792
90206	507	0	33792
90213	497	0	32768
90214	497	0	32768
90215	497	0	32768
90216	497	0	32768
90217	497	0	32768
90218	482	0	33792
90219	482	0	33792
90220	482	0	33792
90221	482	0	33792
90235	611	0	32768
90759	578	0	32768
90761	575	0	32768
90777	495	0	33792
90778	495	0	33792
90779	495	0	33792
90780	495	0	33792
90781	495	0	33792
90782	506	0	33792
90783	506	0	33792
90784	506	0	33792
90785	506	0	33792
90786	505	0	33792
90787	505	0	33792
90788	505	0	33792
90789	505	0	33792
90791	504	0	33792
90792	504	0	33792
90793	504	0	33792
90794	504	0	33792
90795	503	0	33792
90796	503	0	33792
90797	503	0	33792
90798	503	0	33792
90800	492	0	33792
90801	492	0	33792
90802	492	0	33792
90803	492	0	33792
90804	507	0	33792
90805	507	0	33792
90806	507	0	33792
90807	507	0	33792
90808	488	0	33792
90809	488	0	33792
90810	488	0	33792
90811	488	0	33792
90812	488	0	33792
90814	497	0	32768
90815	497	0	32768
90816	497	0	32768
90817	497	0	32768
90818	497	0	32768
90819	481	0	33792
90820	481	0	33792
90821	481	0	33792
90822	481	0	33792
90837	612	0	32768
90838	613	0	32768
90839	614	0	32768
91376	509	0	33792
91377	509	0	33792
91378	509	0	33792
91379	509	0	33792
91380	495	0	33792
91381	495	0	33792
91382	495	0	33792
91383	495	0	33792
91384	495	0	33792
91385	494	0	33792
91386	494	0	33792
91387	494	0	33792
91388	494	0	33792
91389	493	0	33792
91390	493	0	33792
91391	493	0	33792
91392	493	0	33792
91394	491	0	33792
91395	491	0	33792
91396	491	0	33792
91397	491	0	33792
91398	490	0	33792
91399	490	0	33792
91400	490	0	33792
91401	490	0	33792
91403	492	0	33792
91404	492	0	33792
