# capturedAtLocal=2026-09-24T18:44:42.4125516+02:00
# mapName=<unknown>
# mapFile=E:\ProgrammeE\Steam\steamapps\common\Stronghold Crusader Definitive Edition\Stronghold Crusader Definitive Edition_Data\StreamingAssets\Maps\Craggy Cliffs.map
# mapFileSha256=c46b71c941ea299d1ca82c4f9649601e41f80517f05885ecdda39deee5e4ef25
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# preBuildSetting=1
# playerId=5
# candidateId=0
# aivName=Default 2
# aivJson=E:\ProgrammeE\Steam\steamapps\common\Stronghold Crusader Definitive Edition\BepInEx\plugins\ActiveAIVDetector_Serp\VanillaAIV\emir2.aivjson
# aivJsonSha256=e2060511fc8f869e5d7541f8e1cac46da9b9278636459f18a36d58a88a9cbbd4
# orientation=6
# originX=375
# originY=476
# keepX=418
# keepY=519
# evaluatedCells=2235
# nativeBlockedCells=168
# resultGridBlockedCells=109
# validatorCalls=2176
# validatorBlockedCells=109
gridRow	gridColumn	worldX	worldY	rawMapper	effectiveMapper	scoreGridValue	resultGridValue	blocked
14	55	430	490	110	110	89	0	False
14	56	431	490	110	110	89	0	False
14	57	432	490	110	110	89	0	False
15	55	430	491	110	110	89	0	False
15	56	431	491	110	110	89	0	False
15	57	432	491	110	110	89	0	False
15	60	435	491	324	324	64	0	False
15	61	436	491	324	324	64	0	False
15	62	437	491	324	324	64	0	False
15	63	438	491	324	324	64	0	False
15	64	439	491	324	324	64	0	False
16	55	430	492	110	110	89	0	False
16	56	431	492	110	110	89	0	False
16	57	432	492	110	110	89	0	False
16	60	435	492	324	324	64	0	False
16	61	436	492	324	324	64	0	False
16	62	437	492	324	324	64	0	False
16	63	438	492	324	324	64	0	False
16	64	439	492	324	324	64	0	False
16	68	443	492	54	54	28	0	False
16	69	444	492	54	54	28	0	False
16	70	445	492	54	54	28	0	False
16	71	446	492	54	54	28	0	False
17	45	420	493	169	169	67	0	False
17	46	421	493	169	169	67	0	False
17	47	422	493	169	169	67	0	False
17	48	423	493	169	169	67	0	False
17	50	425	493	54	54	12	0	False
17	51	426	493	54	54	12	0	False
17	52	427	493	54	54	12	0	False
17	53	428	493	54	54	12	0	False
17	55	430	493	26	26	144	0	False
17	56	431	493	25	25	88	0	False
17	57	432	493	26	26	146	0	False
17	60	435	493	324	324	64	0	False
17	61	436	493	324	324	64	0	False
17	62	437	493	324	324	64	0	False
17	63	438	493	324	324	64	0	False
17	64	439	493	324	324	64	0	False
17	68	443	493	54	54	28	0	False
17	69	444	493	54	54	28	0	False
17	70	445	493	54	54	28	0	False
17	71	446	493	54	54	28	0	False
18	41	416	494	313	313	125	0	False
18	42	417	494	313	313	125	0	False
18	45	420	494	169	169	67	0	False
18	46	421	494	169	169	67	0	False
18	47	422	494	169	169	67	0	False
18	48	423	494	169	169	67	0	False
18	50	425	494	54	54	12	0	False
18	51	426	494	54	54	12	0	False
18	52	427	494	54	54	12	0	False
18	53	428	494	54	54	12	0	False
18	55	430	494	26	26	144	0	False
18	56	431	494	25	25	88	0	False
18	57	432	494	26	26	146	0	False
18	60	435	494	324	324	64	0	False
18	61	436	494	324	324	64	0	False
18	62	437	494	324	324	64	0	False
18	63	438	494	324	324	64	0	False
18	64	439	494	324	324	64	0	False
18	68	443	494	54	54	28	0	False
18	69	444	494	54	54	28	0	False
18	70	445	494	54	54	28	0	False
18	71	446	494	54	54	28	0	False
19	36	411	495	313	313	126	0	False
19	37	412	495	313	313	126	0	False
19	39	414	495	313	313	129	0	False
19	40	415	495	313	313	129	0	False
19	41	416	495	313	313	125	0	False
19	42	417	495	313	313	125	0	False
19	45	420	495	169	169	67	0	False
19	46	421	495	169	169	67	0	False
19	47	422	495	169	169	67	0	False
19	48	423	495	169	169	67	0	False
19	50	425	495	54	54	12	0	False
19	51	426	495	54	54	12	0	False
19	52	427	495	54	54	12	0	False
19	53	428	495	54	54	12	0	False
19	55	430	495	26	26	144	0	False
19	56	431	495	25	25	88	0	False
19	57	432	495	26	26	146	0	False
19	60	435	495	324	324	64	0	False
19	61	436	495	324	324	64	0	False
19	62	437	495	324	324	64	0	False
19	63	438	495	324	324	64	0	False
19	64	439	495	324	324	64	0	False
19	68	443	495	54	54	28	0	False
19	69	444	495	54	54	28	0	False
19	70	445	495	54	54	28	0	False
19	71	446	495	54	54	28	0	False
20	36	411	496	313	313	126	0	False
20	37	412	496	313	313	126	0	False
20	39	414	496	313	313	129	0	False
20	40	415	496	313	313	129	0	False
20	45	420	496	169	169	67	0	False
20	46	421	496	169	169	67	0	False
20	47	422	496	169	169	67	0	False
20	48	423	496	169	169	67	0	False
20	50	425	496	54	54	12	0	False
20	51	426	496	54	54	12	0	False
20	52	427	496	54	54	12	0	False
20	53	428	496	54	54	12	0	False
20	55	430	496	26	26	144	0	False
20	56	431	496	25	25	88	0	False
20	57	432	496	26	26	146	0	False
21	39	414	497	169	169	68	0	False
21	40	415	497	169	169	68	0	False
